S131Q04,478,120,0.18912133891213387,0.24333333333333332,"[0.6916666626930237, 0.7250000238418579]"
S268Q02,446,112,0.2017937219730942,0.0982142857142857,"[0.8928571343421936, 0.8839285969734192]"
S269Q01,508,127,0.202755905511811,0.22440944881889766,"[0.9527559280395508, 0.9527559280395508]"
S269Q03,500,126,0.34400000000000003,0.3015873015873016,"[0.7857142686843872, 0.8015872836112976]"
S304Q01,480,120,0.07708333333333331,0.13333333333333333,"[0.8500000238418579, 0.8166666626930237]"
S304Q03a,453,114,0.0629139072847682,0.07894736842105265,"[0.9824561476707458, 0.9736841917037964]"
S304Q03b,445,112,0.2595505617977528,0.1607142857142857,"[0.9464285969734192, 0.9196428656578064]"
S326Q01,465,117,0.01827956989247312,0.021367521367521375,"[0.8717948794364929, 0.8803418874740601]"
S326Q02,474,119,0.2130801687763713,0.23949579831932774,"[0.8235294222831726, 0.8571428656578064]"
S327Q02,686,172,0.0,0.0,"[1.0, 1.0]"
S408Q03,495,124,0.28181818181818186,0.27419354838709675,"[0.9193548560142517, 0.9435483813285828]"
S416Q01,507,127,0.008875739644970432,0.011811023622047223,"[0.9763779640197754, 0.9763779640197754]"
S425Q03,469,118,0.05010660980810233,0.008474576271186418,"[0.6864407062530518, 0.7288135886192322]"
S425Q04,456,115,0.0942982456140351,0.04782608695652171,"[0.8260869383811951, 0.834782600402832]"
S428Q05,512,129,0.146484375,0.11240310077519378,"[0.8759689927101135, 0.8992248177528381]"
S437Q06,503,126,0.37276341948310143,0.3571428571428571,"[0.841269850730896, 0.8492063283920288]"
S438Q03,433,109,0.42032332563510394,0.42813455657492355,"[0.8256880640983582, 0.8073394298553467]"
S458Q01,506,127,0.3675889328063241,0.34251968503937,"[0.874015748500824, 0.8976377844810486]"
S465Q01,516,129,0.05684754521963823,0.10335917312661501,"[0.8449612259864807, 0.7829457521438599]"
S495Q03,475,119,0.02210526315789474,0.07142857142857142,"[0.924369752407074, 0.924369752407074]"
S498Q04,423,106,0.4570527974783294,0.4842767295597485,"[0.8679245114326477, 0.8679245114326477]"
S510Q04,491,123,0.3774609640190088,0.3468834688346883,"[0.9430894255638123, 0.9268292784690857]"
S514Q02,525,132,0.3895238095238095,0.3712121212121212,"[0.9696969985961914, 0.9772727489471436]"
S514Q03,464,117,0.08405172413793105,0.047008547008547036,"[0.8461538553237915, 0.8461538553237915]"
S514Q04,526,132,0.16159695817490494,0.21212121212121213,"[0.9621211886405945, 0.9696969985961914]"
S519Q01,525,132,0.33396825396825397,0.34848484848484845,"[0.8333333134651184, 0.8409090638160706]"
S519Q03,508,127,0.1062992125984252,0.05905511811023623,"[0.8976377844810486, 0.9055117964744568]"
S524Q07,381,96,0.06692913385826771,0.010416666666666657,"[0.71875, 0.7395833134651184]"
S602Q03,713,179,0.13674614305750352,0.08659217877094971,"[0.8379888534545898, 0.8435754179954529]"
S603Q02,814,204,0.02457002457002455,0.019607843137254916,"[0.8823529481887817, 0.813725471496582]"
S604Q04,872,219,0.18463302752293576,0.23059360730593606,"[0.9086757898330688, 0.8767123222351074]"
S605Q04,830,208,0.24899598393574296,0.32051282051282054,"[0.9230769276618958, 0.8653846383094788]"
S607Q03,859,215,0.28715560729530465,0.2604651162790697,"[0.7534883618354797, 0.7674418687820435]"
S608Q04,796,199,0.19723618090452263,0.24371859296482412,"[0.9045225977897644, 0.8994975090026855]"
S610Q01,920,230,0.19999999999999998,0.23043478260869565,"[0.8608695864677429, 0.9130434989929199]"
S620Q04,865,217,0.0676300578034682,0.04377880184331795,"[0.7880184054374695, 0.7419354915618896]"
S625Q01,1011,253,0.004451038575667643,0.02964426877470358,"[0.8695651888847351, 0.8735178112983704]"
S626Q04,870,218,0.2057471264367816,0.19724770642201836,"[0.9174311757087708, 0.9266055226325989]"
S629Q01,1060,266,0.24088050314465412,0.22807017543859645,"[0.8308270573616028, 0.8308270573616028]"
S629Q03,976,244,0.1762295081967213,0.16393442622950818,"[0.8852459192276001, 0.811475396156311]"
S634Q03,806,202,0.2456575682382134,0.20297029702970296,"[0.7821782231330872, 0.7722772359848022]"
S634Q05,759,190,0.3194993412384717,0.30000000000000004,"[0.821052610874176, 0.8105263113975525]"
S635Q03,908,228,0.009911894273127775,0.021929824561403494,"[0.8377193212509155, 0.8640350699424744]"
S635Q05,640,160,0.29791666666666666,0.32083333333333336,"[0.768750011920929, 0.699999988079071]"
S637Q01,1016,255,0.20374015748031496,0.17058823529411762,"[0.8549019694328308, 0.8705882430076599]"
S637Q05,915,229,0.0016393442622950616,0.024017467248908297,"[0.8340611457824707, 0.8427947759628296]"
S638Q05,656,165,0.17530487804878048,0.17272727272727273,"[0.9636363387107849, 0.9696969985961914]"
S643Q03,932,233,0.0225321888412017,0.006437768240343367,"[0.9828326106071472, 0.9828326106071472]"
S643Q05,944,237,0.1853813559322034,0.1751054852320675,"[0.7848101258277893, 0.7594936490058899]"
S645Q04,946,237,0.16596194503171247,0.16666666666666666,"[0.8438818454742432, 0.8438818454742432]"
S645Q05,974,244,0.2238193018480493,0.2991803278688525,"[0.9016393423080444, 0.938524603843689]"
S646Q04,841,211,0.13020214030915578,0.09715639810426538,"[0.6872037649154663, 0.6824644804000854]"
S646Q05,768,192,0.34114583333333337,0.35416666666666663,"[0.9010416865348816, 0.8541666865348816]"
S648Q01,748,187,0.014705882352941152,0.013368983957219277,"[0.8716577291488647, 0.8395721912384033]"
S648Q05,779,195,0.0006418485237483784,0.0641025641025641,"[0.8512820601463318, 0.8307692408561707]"
S649Q02,935,234,0.22299465240641714,0.2435897435897436,"[0.94017094373703, 0.9358974099159241]"
S656Q02,889,223,0.010686164229471329,0.0829596412556054,"[0.8206278085708618, 0.8565022349357605]"
S657Q04,776,194,0.24871134020618557,0.2757731958762887,"[0.6185566782951355, 0.6288659572601318]"
